timestamp,log exp request recency,log request recency,gdsf,log time recency,number of observations,time recency,log bhr,exp request recency,log gdsf,exp time recency,request recency,frequency,entropy,log size,size,log exp time recency,log frequency
1422694458,6.74108756777,6.24855226781,6393.67799418,2.46781969802,2059918.25555,302.437544517,17.3605133301,205970.83812,0.989972853962,294.927505241,205147.931226,0.0154600961853,12.4786435909,9.17524309203,270837.222782,2.55333788504,7.1882991907
1422694518,6.60609112947,6.07176440478,6704.07881987,2.42296168444,2136731.11841,292.65096628,17.2918248636,228664.053321,1.14122453043,329.834056274,197919.480341,0.0160320112235,12.4552242037,9.21652469702,294911.393229,2.53550970668,7.16212772329
1422694578,6.47639321783,5.9896336922,6647.47375439,2.362299817,2178459.82473,262.992070643,17.4681694513,183334.22057,0.781598679962,261.793357731,177251.666632,0.016340359982,12.4148415879,9.12488406563,223931.054862,2.42027982985,7.11338559838
1422694638,6.385250884,5.8781246185,6480.92455881,2.32894827757,2356856.66319,271.727651297,17.7431645415,188063.112746,0.686777634948,269.715181725,182210.477603,0.0176736281766,12.3415137613,9.21497108823,277080.449193,2.40188370669,6.97503578745
1422694698,6.52951427131,6.01018725803,6348.44172623,2.35548341354,2211810.61286,261.521000304,17.5499679145,182594.863256,0.908169292063,262.451638452,175209.508978,0.0165811687806,12.32378199,9.22906860328,241257.612306,2.46156697874,7.09667016781
1422694758,6.79833226798,6.27192583341,6398.65812166,2.47884365453,2114772.63852,316.441624365,17.517196052,209577.423275,0.933865320916,301.017099807,211789.927738,0.0158489698374,12.3024591517,9.22553068647,244111.8248,2.60909367357,7.1501448626
1422694818,6.83780639197,6.29980656365,6702.2505552,2.48876081383,2169690.39596,318.83884246,17.503159323,210983.06998,0.752294424607,301.91354252,213873.448647,0.0162556096651,12.2701383161,9.12772687379,286623.244505,2.62526807268,7.12896468189
1422694878,7.21966346426,6.62799398656,5428.16797992,2.61366564303,1957588.46797,342.146501118,17.4682261117,213965.148001,1.13922707081,306.263395901,230113.298081,0.0146619226178,12.2284064527,9.30372659126,423202.689527,2.81659315318,7.30061354188
1422694938,6.63794515693,6.12122320685,6321.09013808,2.44044261703,2289031.4094,311.902892825,17.6442682606,208548.087734,0.87770445047,300.684024916,209488.824111,0.017139143979,12.1610774818,9.26098635556,319850.619753,2.55021416556,7.07416603383
1422694998,6.70439231084,6.18178108406,6637.90967664,2.42218231594,2172790.47146,276.112833427,17.5321377252,191192.125313,0.957121702907,274.983959484,185657.108799,0.0162638451813,12.1337627417,9.24462971404,277413.355541,2.55391992991,7.12284215481
